iri	label	definition	definitionXrefs	superClasses	part_of
http://purl.obolibrary.org/obo/NCBITaxon_126371	Abralia sp. DC-2000			Abralia	
http://purl.obolibrary.org/obo/NCBITaxon_131567	cellular organisms				
http://purl.obolibrary.org/obo/NCBITaxon_153279	Sepiella			Sepiidae	
http://purl.obolibrary.org/obo/NCBITaxon_153280	Sepiella maindroni			Sepiella	
http://purl.obolibrary.org/obo/NCBITaxon_153281	Euprymna berryi			Euprymna	
http://purl.obolibrary.org/obo/NCBITaxon_153282	Sepia aculeata			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_153283	Sepia robsoni			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_154808	Octopus ocellatus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158018	Octopus variabilis			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158019	Sepia pharaonis			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_158801	Octopus kagoshimensis			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158803	Octopus aspilosomatis			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158817	Octopus maorum			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158820	Octopus wolfi			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158821	Octopus bocki			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158825	Octopus sp. HBH-6			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158832	Octopus sp. HBH-7			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158833	Octopus sp. HBH-B			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_158834	Aphrodoctopus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_158835	Aphrodoctopus schultzei			Aphrodoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_158837	Bentheledone			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_158838	Bentheledone sp. HBH			Bentheledone	
http://purl.obolibrary.org/obo/NCBITaxon_158839	Megaleledone			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_158840	Megaleledone senoi			Megaleledone	
http://purl.obolibrary.org/obo/NCBITaxon_158842	Graneledone taniwha			Graneledone	
http://purl.obolibrary.org/obo/NCBITaxon_158843	Pareledone			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_158844	Pareledone charcoti			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_164542	Graneledone antarctica			Graneledone	
http://purl.obolibrary.org/obo/NCBITaxon_164543	Opisthoteuthis massyae			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_164544	Pareledone sp. AP-2001			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_164545	Pareledone turqueti			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_164547	Thaumeledone			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_164548	Thaumeledone gunteri			Thaumeledone	
http://purl.obolibrary.org/obo/NCBITaxon_167140	Opisthoteuthis californiana			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_167141	Opisthoteuthis sp. B-PCHH2001			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_167142	Opisthoteuthis sp. 'Taiwan'			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_167152	Cirroctopus			Opisthoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_167153	Cirroctopus hochbergi			Cirroctopus	
http://purl.obolibrary.org/obo/NCBITaxon_167154	Luteuthis			Luteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_167155	Luteuthis dentatus			Luteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_168637	Amphitretidae			Incirrata	
http://purl.obolibrary.org/obo/NCBITaxon_168638	Amphitretus			Amphitretidae	
http://purl.obolibrary.org/obo/NCBITaxon_168639	Amphitretus pelagicus			Amphitretus	
http://purl.obolibrary.org/obo/NCBITaxon_168640	Bathypolypus valdiviae			Bathypolypus	
http://purl.obolibrary.org/obo/NCBITaxon_168641	Bentheledone sp. CYV-2001			Bentheledone	
http://purl.obolibrary.org/obo/NCBITaxon_168642	Benthoctopus sp. CYV-2001			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_168643	Graneledone boreopacifica			Graneledone	
http://purl.obolibrary.org/obo/NCBITaxon_168644	Grimpoteuthis glacialis			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_168645	Grimpoteuthis sp. CYV-2001			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_168646	Alloposidae			Incirrata	
http://purl.obolibrary.org/obo/NCBITaxon_168647	Haliphron			Alloposidae	
http://purl.obolibrary.org/obo/NCBITaxon_168648	Haliphron atlanticus			Haliphron	
http://purl.obolibrary.org/obo/NCBITaxon_168649	Japatella heathi			Japetella	
http://purl.obolibrary.org/obo/NCBITaxon_168650	Opisthoteuthis sp. CYV-2001			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_168651	Thaumeledone sp. CYV-2001			Thaumeledone	
http://purl.obolibrary.org/obo/NCBITaxon_181015	Symplectoteuthis			Ommastrephidae	
http://purl.obolibrary.org/obo/NCBITaxon_183668	Enoploteuthis sp. BSBR-2002			Enoploteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_184220	unclassified Loligo			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_184221	Loligo sp. AL9407-Loligo-1K			unclassified Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_184222	unclassified Illex			Illex	
http://purl.obolibrary.org/obo/NCBITaxon_184223	Illex sp. AL9407-Illex-2K			unclassified Illex	
http://purl.obolibrary.org/obo/NCBITaxon_185016	Enoploteuthis sp. BL-2001			Enoploteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_200939	Todarodes sagittatus			Todarodes	
http://purl.obolibrary.org/obo/NCBITaxon_202429	Cirroteuthis			Cirroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_202430	Cirroteuthis muelleri			Cirroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202431	Grimpoteuthis sp. Discovery 13925a			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202432	Opisthoteuthis hardyi			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202433	Cirroctopus glacialis			Cirroctopus	
http://purl.obolibrary.org/obo/NCBITaxon_202434	Opisthoteuthis sp. Thallassa 522			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202435	Stauroteuthis gilchristi			Stauroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202441	Stauroteuthis sp. Bahia II e537			Stauroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202571	Grimpoteuthis sp. Discovery 13925b			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202572	Grimpoteuthis sp. Discovery 133692b			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202573	Grimpoteuthis sp. Discovery 13925c			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202574	Grimpoteuthis sp. Challenger 134-6b			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202575	Grimpoteuthis sp. Challenger 134-6a			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202576	Grimpoteuthis sp. Discovery 12930-60			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_202577	Grimpoteuthis sp. Discovery 11908-68c			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_211837	Benthoctopus yaquinae			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_211846	Graneledone pacifica			Graneledone	
http://purl.obolibrary.org/obo/NCBITaxon_211851	Histioteuthis sp. YJP-2002			Histioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_212219	Sepia apama			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_212692	Abraliopsis sp. YJP-2002			Abraliopsis	
http://purl.obolibrary.org/obo/NCBITaxon_215436	Histioteuthis miranda			Histioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_215437	Martialia			Ommastrephidae	
http://purl.obolibrary.org/obo/NCBITaxon_215438	Martialia hyadesi			Martialia	
http://purl.obolibrary.org/obo/NCBITaxon_215439	Todarodes angolensis			Todarodes	
http://purl.obolibrary.org/obo/NCBITaxon_215440	Nototodarus sloanii			Nototodarus	
http://purl.obolibrary.org/obo/NCBITaxon_215441	Architeuthis sp. SJ-2002			Architeuthis	
http://purl.obolibrary.org/obo/NCBITaxon_215442	Photololigo			Loliginidae	
http://purl.obolibrary.org/obo/NCBITaxon_215443	Photololigo sp. SJ-2002			Photololigo	
http://purl.obolibrary.org/obo/NCBITaxon_215444	Mastigoteuthis cordiformis			Mastigoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_215445	Taningia			Octopoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_215446	Taningia danae			Taningia	
http://purl.obolibrary.org/obo/NCBITaxon_215449	Neocoleoidea			Coleoidea	
http://purl.obolibrary.org/obo/NCBITaxon_215450	Decapodiformes			Neocoleoidea	
http://purl.obolibrary.org/obo/NCBITaxon_215451	Octopodiformes			Neocoleoidea	
http://purl.obolibrary.org/obo/NCBITaxon_215452	Luteuthidae			Cirrata	
http://purl.obolibrary.org/obo/NCBITaxon_215453	Grimpoteuthidae			Cirrata	
http://purl.obolibrary.org/obo/NCBITaxon_232430	Sepia novaehollandiae			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_243073	Euprymna hyllebergi			Euprymna	
http://purl.obolibrary.org/obo/NCBITaxon_243074	Sepiola birostrata			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_243075	Sepiola rondeleti			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_243076	Sepietta neglecta			Sepietta	
http://purl.obolibrary.org/obo/NCBITaxon_243077	Rossia bipillata			Rossia	
http://purl.obolibrary.org/obo/NCBITaxon_243078	Sepiadariidae			Sepiina	
http://purl.obolibrary.org/obo/NCBITaxon_243079	Sepiadarium			Sepiadariidae	
http://purl.obolibrary.org/obo/NCBITaxon_243080	Sepiadarium kochi			Sepiadarium	
http://purl.obolibrary.org/obo/NCBITaxon_243081	Sepiolina			Sepiolidae	
http://purl.obolibrary.org/obo/NCBITaxon_243082	Sepiolina nipponensis			Sepiolina	
http://purl.obolibrary.org/obo/NCBITaxon_243731	Octopus kaurna			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_245099	Sepia hierredda			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_245100	Sepia bertheloti			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_248766	Architeuthis sp. BED-2003			Architeuthis	
http://purl.obolibrary.org/obo/NCBITaxon_255024	Semirossia			Sepiidae	
http://purl.obolibrary.org/obo/NCBITaxon_255025	Semirossia tenera			Semirossia	
http://purl.obolibrary.org/obo/NCBITaxon_255492	Heteroteuthis sp. Spain-WK			Heteroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_255561	Histioteuthis sp. Spain-WK			Histioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_255562	Sepietta sp. France-WK			Sepietta	
http://purl.obolibrary.org/obo/NCBITaxon_256136	Architeuthis dux			Architeuthis	
http://purl.obolibrary.org/obo/NCBITaxon_256139	Octopus joubini			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_257541	Callistoctopus macropus			Callistoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_264552	Ameloctopus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_264553	Ameloctopus litoralis			Ameloctopus	
http://purl.obolibrary.org/obo/NCBITaxon_264554	Grimpella			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_264555	Grimpella thaumastocheir			Grimpella	
http://purl.obolibrary.org/obo/NCBITaxon_264556	Hapalochlaena fasciata			Hapalochlaena	
http://purl.obolibrary.org/obo/NCBITaxon_264557	Hapalochlaena sp. 1-MG-2004			Hapalochlaena	
http://purl.obolibrary.org/obo/NCBITaxon_264558	Octopus aculeatus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264559	Octopus alpheus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264560	Octopus australis			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264561	Octopus berrima			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264562	Octopus bunurong			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264563	Octopus dierythraeus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264564	Octopus exannulatus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264565	Octopus graptus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264566	Octopus sp. 5-MG-2004			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264567	Octopus sp. 8-MG-2004			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264568	Octopus sp. 10-MG-2004			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264569	Octopus sp. xSA-MG-2004			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264570	Octopus ocellate sp. A-MG-2004			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264571	Octopus oculifer			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_264572	Opisthoteuthis sp. SA2-MG-2004			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_264573	Octopus sp. x-MG-2004			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_267065	Benthoctopus sp. A-JMS-2004			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_267066	Enteroctopus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_267067	Enteroctopus dofleini			Enteroctopus	
http://purl.obolibrary.org/obo/NCBITaxon_267068	Sepiola sp. JMS-2004			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_273071	Sepia hirunda			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_273072	Sepia furcata			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_2759	Eukaryota			cellular organisms	
http://purl.obolibrary.org/obo/NCBITaxon_279083	Bathyteuthis berryi			Bathyteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_279084	Joubiniteuthis sp. JMS-2004			Joubiniteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_279085	Photololigo sp. JMS-2004			Photololigo	
http://purl.obolibrary.org/obo/NCBITaxon_279086	Loliolus sp. JMS-2004			Loliolus	
http://purl.obolibrary.org/obo/NCBITaxon_279087	Metasepia			Sepiidae	
http://purl.obolibrary.org/obo/NCBITaxon_279088	Metasepia tullbergi			Metasepia	
http://purl.obolibrary.org/obo/NCBITaxon_279090	Bathypolypus sp. JMS-2004			Bathypolypus	
http://purl.obolibrary.org/obo/NCBITaxon_279091	Benthoctopus sp. JMS-2004			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_279092	Cistopus sp. JMS-2004			Cistopus	
http://purl.obolibrary.org/obo/NCBITaxon_279093	Sepiadarium austrinum			Sepiadarium	
http://purl.obolibrary.org/obo/NCBITaxon_279094	Sepiella japonica			Sepiella	
